OBJECTID,Postleitzahl,note,Einwohner:Innen,Gebietgröße in km²,Shape__Area,Shape__Length
3910,12101,12101 Berlin Tempelhof,14976,2.336351,6278810.84179688,13454.6845337904
3911,12357,12357 Berlin Rudow,13849,3.792754,10168938.7333984,19638.0119794453
3912,12355,12355 Berlin Rudow,27263,8.043727,21548451.5664063,25689.9410048814
3913,12439,12439 Berlin Niederschöneweide,9929,3.377883,9065916.90039063,22283.6036057548
3914,12459,12459 Berlin Oberschöneweide,18149,8.105607,21766884.7011719,25341.7489241093
3915,12679,12679 Berlin,25777,2.286931,6164555.29101563,22900.1224557192
3916,12687,12687 Berlin,17992,1.642189,4428103.13476563,12787.4340896145
3917,08060,08060 Zwickau,15263,9.254175,23044802.4882813,24125.996746639
3918,12685,12685 Berlin,18578,3.473665,9359098.265625,21895.5746618678
3919,08451,08451 Crimmitschau,20031,61.138221,152836127.428711,100764.638217279
3920,12681,12681 Berlin,17149,8.949125,24110600.3554688,41000.5587286007
3921,39319,39319 Jerichow,3269,121.500555,326929083.84668,126325.07722035
3922,39245,"39245 Gommern, Dannigkow",6016,32.34488,85465155.9169922,64979.0297507117
3923,39317,39317 Elbe-Parey,6042,77.960149,208844472.378906,88832.931059287
3924,39175,"39175 Biederitz, Gerwisch, Menz u.a.",10511,70.187859,186107733.889648,87876.8072518101
3925,39279,"39279 Loburg, Leitzkau",5121,212.892355,563161326.662109,141167.713610994
3926,39291,"39291 Möckern, Schermen, Nedlitz u.a.",18928,473.081856,1256750156.40625,308863.832896759
3927,12689,12689 Berlin,22446,3.035879,8189476.54199219,16129.8896067458
3928,58710,58710 Menden,12446,7.680078,19724471.862793,22490.3941785256
3929,58135,58135 Hagen,30335,23.948931,61303516.9038086,60939.8665117251
3930,58089,58089 Hagen,24809,18.300053,46925046.4238281,57979.2041618632
3931,58093,58093 Hagen,23341,23.373398,59928555.4047852,78794.0786514942
3932,12627,12627 Berlin Hellersdorf,35353,4.006235,10792631.0761719,19609.7599450178
3933,04617,"04617 Rositz, Starkenberg, Treben",10908,87.136135,219722948.407227,134680.872469272
3934,04600,04600 Altenburg,34093,45.713251,115081594.360352,92530.55412588
3935,04618,04618 Langenleuba-Niederhain,2197,45.400071,114204660.141602,81133.6085644584
3936,04603,"04603 Nobitz, Göhren, Windischleuba",10356,129.714786,326153724.5,234538.950874751
3937,12629,12629 Berlin,13410,1.652755,4453457.12109375,10953.3652326451
3938,04626,"04626 Schmölln, Altkirchen, Nöbdenitz u.a.",19057,163.837179,411068607.407227,138687.484575813
3939,12619,12619 Berlin,25458,2.692072,7247981.52050781,18052.9712833123
3940,37194,37194 Bodenfelde,3360,77.826197,202187499.808594,85078.5538190553
3941,37586,37586 Dassel,10293,192.391662,502319902.341309,107921.22403024
3942,12621,12621 Berlin Kaulsdorf,16074,8.18417,22013739.7695313,42751.1915222667
3943,12683,12683 Berlin Biesdorf,24329,12.660685,34063291.6855469,32120.2803892435
3944,12623,12623 Berlin Mahlsdorf,27373,13.463959,36214310.5458984,45991.1698881219
3945,12555,12555 Berlin Köpenick,26978,10.121572,27176323.7890625,31276.2312551428
3946,12526,12526 Berlin Bohnsdorf,11164,6.394592,17119078.3779297,19026.1318038422
3947,12587,12587 Berlin Wiesengrund,17717,15.314347,41108696.7324219,31877.5915090365
3948,12527,12527 Berlin Schmöckwitz,9425,26.234422,70189267.2919922,69464.2481248696
3949,12524,12524 Berlin Altglienicke,25439,8.06462,21605080.9892578,21139.0174035476
3950,12559,12559 Berlin Köpenick,17643,37.692798,100979340.696289,55665.4541930013
3951,12557,12557 Berlin,21494,8.108336,21736954.2246094,23926.2031423916
3952,78050,78050 Villingen-Schwenningen,14644,8.718266,19516366.2753906,27276.4897649454
3953,20355,20355 Hamburg,4381,1.116726,3160678.02050781,11628.1295134956
3954,78056,78056 Villingen-Schwenningen,14548,23.656777,52964035.5029297,50773.0643567912
3955,78052,78052 Villingen-Schwenningen,17883,112.634826,252089022.355957,191438.265230421
3956,54538,54538 Bausendorf,4872,78.643614,190455498.948242,124951.758908678
3957,54497,54497 Morbach,11011,134.216762,322117181.31543,112296.794236845
3958,54533,"54533 Bettenfeld, Niederöfflingen u.a.",4806,117.431453,284601456.990234,167297.368567502
3959,14167,14167 Berlin Zehlendorf,15485,5.817901,15596257.6269531,22599.7790866055
3960,54486,54486 Mülheim (Mosel),1006,5.570335,13416420.1401367,24501.5891321873
3961,14163,14163 Berlin Zehlendorf,16361,6.032997,16185085.6318359,23488.5709329496
3962,14165,14165 Berlin Zehlendorf,13956,3.392549,9093114.21191406,20423.7871979827
3963,14193,14193 Berlin Grunewald,15505,20.738117,55751663.9638672,50488.1597040548
3964,14169,14169 Berlin Zehlendorf,17274,5.098206,13684865.0771484,27525.9238120707
3965,14053,14053 Berlin Westend,139,1.471492,3961698.40234375,10155.5460442139
3966,54487,54487 Wintrich,955,18.096599,43510689.5522461,37025.9073487121
3967,14059,14059 Berlin Charlottenburg,19704,2.803337,7548833.97949219,16066.8796341237
3968,14089,14089 Berlin Gatow,17734,24.91595,66951137.0498047,33977.4796143652
3969,14129,14129 Berlin Nikolassee,13834,20.520966,55077985.1669922,37944.2807074281
3970,54290,54290 Trier,16054,2.84981,6819809.29980469,13317.6418210151
3971,14057,14057 Berlin Charlottenburg,12237,1.082086,2912092.3671875,9341.08685189544
3972,54317,"54317 Osburg, Gusterath, Farschweiler, Kasel u.a.",11121,74.953226,179116773.367188,109503.474599705
3973,54308,54308 Langsur,1638,11.921757,28514211.2890625,35767.0734107592
3974,14199,14199 Berlin Schmargendorf,13657,2.418026,6498571.63769531,16919.4940767135
3975,14109,14109 Berlin Wannsee,10049,25.26035,67720214.1025391,53216.5067880791
3976,14055,14055 Berlin Westend,10661,7.895056,21242833.4521484,34318.4638016349
3977,54332,54332 Wasserliesch,2261,7.570937,18077720.6220703,19802.1124581947
3978,14052,14052 Berlin Westend,11471,2.330181,6273596.72753906,17827.8479207967
3979,54413,54413 Gusenburg,4668,65.972572,157506657.643555,121446.196994471
3980,14050,14050 Berlin Westend,10170,2.631873,7087387.25585938,19485.251546226
3981,66849,66849 Landstuhl,8504,15.357154,36249342.8061523,28800.0226532606
3982,46145,46145 Oberhausen,25573,9.287488,23968942.3266602,34269.3872133579
3983,46149,46149 Oberhausen,27525,11.680018,30117590.0761719,32755.6776931706
3984,46147,46147 Oberhausen,28057,22.119586,57123242.4389648,47233.6999041994
3985,46047,46047 Oberhausen,26474,7.138935,18384043.7871094,20282.5749210075
3986,46117,46117 Oberhausen,23008,7.585412,19550615.4335938,26541.6109450983
3987,46119,46119 Oberhausen,18198,4.824673,12446233.3305664,19874.9460577462
3988,46049,46049 Oberhausen,32471,10.482962,26984939.8129883,29832.197260498
3989,20457,20457 Hamburg,2566,14.500486,40994846.046875,34660.6353574218
3990,71640,71640 Ludwigsburg,16001,4.788889,11078843.5043945,16683.6006171084
3991,14480,14480 Potsdam,28576,9.523126,25478410.5507813,27099.6879685575
3992,59071,59071 Hamm,27491,44.755965,116293543.21875,61425.4113091844
3993,14478,14478 Potsdam,24831,6.517958,17432349.6328125,24969.1052167681
3994,78713,78713 Schramberg,17445,45.750498,103134249.456543,85830.5085690256
3995,78144,78144 Schramberg,3632,34.982366,78711057.3305664,46493.5276877691
3996,14471,14471 Potsdam,17443,14.059518,37632340.3681641,37522.739334795
3997,14467,14467 Potsdam,13113,4.052474,10856856.5488281,20040.9902747967
3998,14469,14469 Potsdam,24872,47.589973,127640904.672852,73801.394096703
3999,14476,14476 Potsdam,13562,78.141744,209932841.415039,123371.803530628
4000,14473,14473 Potsdam,11335,18.900963,50563030.7724609,39436.2007858935
4001,14482,14482 Potsdam,22193,9.745288,26096355.0058594,29503.0484861916
4002,39446,39446 Staßfurt,2816,19.922588,52226027.4897461,53280.1952999003
4003,39249,39249 Barby,6258,76.155084,200298762.375977,84278.0963850694
4004,14774,14774 Brandenburg/ Havel,6621,63.12439,169066311.931641,91243.3414210039
4005,14776,14776 Brandenburg/Havel,23481,106.543948,285444039.700195,109211.100643801
4006,14772,14772 Brandenburg/ Havel,19451,34.493438,92601087.5419922,48731.2814314115
4007,20359,20359 Hamburg,13185,1.383956,3915879.03417969,12224.6114652475
4008,14612,14612 Falkensee,40187,43.299396,116901868.248047,69079.6748577402
4009,14728,14728 Rhinow,2526,104.432226,284211080.935547,127653.862693211
4010,14712,14712 Rathenow,24526,113.829965,308144598.301758,104107.822756824
4011,14798,14798 Havelsee,3432,81.981653,220746243.288086,102998.602889896
4012,14621,14621 Schönwalde,8836,97.284628,263480801.71875,113339.067953532
4013,14727,14727 Premnitz,8663,45.988322,124065986.836914,67431.3297390772
4014,14662,14662 Friesack,4073,170.864474,464726848.338867,136802.619941738
4015,14656,14656 Brieselang,10742,44.32819,119776134.046875,52946.9204901829
4016,14715,"14715 Milower Land, Schollene, Nennhausen u.a.",12409,605.516625,1638787103.52051,449270.697044437
4017,14550,14550 Groß Kreutz,8187,99.229019,266129189.282227,96029.1009033477
4018,14778,"14778 Beetzsee, Wollin, Wenzlow, Golzow u.a.",7663,220.061771,589946268.855469,213801.919098363
4019,14823,14823 Niemegk,3154,145.770137,384574734.705078,132372.151589734
4020,14532,14532 Kleinmachnow,34096,61.428703,164306385.527344,64844.3223232087
4021,14797,14797 Lehnin,10855,199.348403,532464467.34668,150802.852717377
4022,14513,14513 Teltow,22479,21.718374,58126092.4599609,37202.9019400628
4023,14548,14548 Schwielowswee,9979,58.38152,155884626.817383,89704.1596421595
4024,14822,"14822 Brück, Borkheide u.a.",9764,232.758211,618088838.132813,177957.480290409
4025,14929,14929 Treuenbrietzen,7599,212.742542,561593680.647461,176491.756921593
4026,14793,14793 Ziesar,3623,148.030341,394037292.551758,122688.439358499
4027,14554,14554 Seddiner See,3946,23.913005,63704425.4433594,41368.0668331261
4028,14828,14828 Görzke,1316,75.297773,199749922.47168,86716.9013499815
4029,14547,14547 Beelitz,11763,181.373815,482135441.947266,135589.060817865
4030,14806,14806 Belzig,12206,279.103872,740247035.123047,184158.074753268
4031,14542,14542 Werder/ Havel,23286,117.295328,314016418.151367,108353.387732536
4032,14552,14552 Michendorf,11686,68.85716,183567016.036133,88024.7009690818
4033,14827,14827 Wiesenburg,4607,220.282371,582228032.800781,147607.041129912
4034,14979,14979 Großbeeren,7651,51.81756,138532443.959961,64844.9392355917
4035,14943,14943 Luckenwalde,20283,46.67288,123280474.189453,80520.5750050583
4036,14974,14974 Ludwigsfelde,23680,110.174597,293628848.245117,113821.956353211
4037,14947,14947 Nuthe-Urstromtal,6559,341.868128,903391127.469727,257502.311464006
4038,14959,14959 Trebbin,9258,126.622163,336347590.96582,136043.885657963
4039,14913,"14913 Jüterbog, Niederer Fläming, Niedergörsdorf",21726,568.597109,1493600702.22363,266934.616433557
4040,15234,15234 Frankfurt (Oder),19097,83.445666,222639032.605469,88175.1184057541
4041,15230,15230 Frankfurt (Oder),16915,5.379558,14345723.6533203,24474.6846982499
4042,20539,20539 Hamburg,13780,11.432067,32310360.5712891,33577.6426672832
4043,20459,20459 Hamburg,7147,1.005763,2845286.43652344,9399.85733797464
4044,21357,"21357 Bardowick, Wittorf, Barum",9816,45.220596,126571142.234375,72528.8967122147
4045,21337,21337 Lüneburg,23465,30.149707,84083517.3798828,61743.4715062976
4046,21394,"21394 Kirchgellersen, Westergellersen, Südergellersen",5579,54.902434,152973456.046875,69117.6484009473
4047,21465,21465 Reinbek,38058,38.139721,107807862.285645,69439.912128029
4048,12529,12529 Schönefeld,13424,81.761897,218606830.727539,84865.6065463289
4049,21339,21339 Lüneburg,22237,19.259745,53757577.296875,51116.7261996525
4050,21379,"21379 Scharnebeck, Echem, Lüdersburg, Rullstorf und Neumühlen (Neumühlen = 3 Exklaven der Gde. Neetze)",6906,79.795886,223161609.546387,84194.7518061222
4051,21522,"21522 Hohnstorf (Elbe), Hittbergen",3363,24.862006,69685821.3178711,48606.5936774394
4052,21493,21493 Schwarzenbek u.a.,19610,98.154707,277613293.542969,108360.966155014
4053,21516,"21516 Woltersdorf, Müssen u.a.",2045,33.395802,94348228.5898438,74564.6084412551
4054,21514,"21514 Büchen, Güster u.a.",10489,119.289262,336749521.639648,116352.767613787
4055,21483,21483 Gülzow,4203,77.995229,219384757.393555,95905.0420674942
4056,21481,21481 Lauenburg/Elbe,12180,27.837369,78149962.722168,59164.5607748108
4057,21502,21502 Geesthacht,29803,51.054466,143692472.277344,72433.6649568002
4058,21521,21521 Aumühle,8715,75.678272,213858428.59375,97422.7878312506
4059,21397,"21397 Barendorf, Vastorf",3221,31.308444,87151974.1567383,51299.7107682847
4060,21335,21335 Lüneburg,24314,21.020708,58555085.3100586,42549.0252432888
4061,21406,"21406 Melbeck, Barnstedt",4152,35.725266,99230786.2006836,57618.8444540172
4062,15299,15299 Müllrose,5896,128.009206,339394888.850586,201822.139730516
4063,15890,15890 Eisenhüttenstadt,32479,196.259631,519371112.569336,152738.281049051
4064,15537,15537 Erkner,22085,159.066307,426017778.298828,159159.811950612
4065,15517,15517 Fürstenwalde/ Spree,30982,70.871024,189427795.200195,96779.2737749885
4066,15859,15859 Storkow,9060,180.734499,479431470.257813,174294.757946154
4067,15864,15864 Wendisch Rietz,1981,34.837267,92427362.7333984,79100.3042959899
4068,15898,15898 Neuzelle,6816,184.932383,487098588.814453,122725.916205943
4069,15528,15528 Spreenhagen,3334,137.152729,366065204.69043,142445.17432503
4070,15526,15526 Bad Saarow-Pieskow,5988,76.634692,203896671.286133,99101.8992730969
4071,15518,"15518 Briesen, Rauen u.a.",11146,325.790178,871142255.356445,279303.202698937
4072,15295,15295 Brieskow-Finkenheerd,7167,87.698665,232817132.97168,102110.215485077
4073,15848,15848 Beeskow,20015,603.54177,1597802535.43555,286809.636299506
4074,21029,21029 Hamburg,18701,6.453903,18202396.0986328,28850.6455850415
4075,21423,21423 Winsen,36513,140.348967,393558415.208008,134899.971442078
4076,21039,21039 Hamburg,15164,54.809787,154369537.094727,76754.0542512116
4077,21217,21217 Seevetal,16607,34.204145,96211931.6879883,51979.2663217909
4078,21220,21220 Seevetal,13640,41.389524,116061559.563477,57842.5193145084
4079,21271,"21271 Hanstedt, Asendorf",7175,74.043812,206644762.547363,75145.3847967772
4080,48143,48143 Münster,9213,1.58108,4159825.66113281,9903.75528825071
4081,21259,21259 Otter,1496,32.234815,89834796.144043,57426.7107531673
4082,21368,21368 Dahlenburg,4384,93.545373,260177692.243164,92439.2768956496
4083,55593,55593 Rüdesheim,2443,3.47525,8353229.84082031,15220.7128663876
4084,21354,21354 Bleckede,9510,123.593433,345413899.433105,107718.622632569
4085,55444,55444 Seibersbach,4647,46.876195,113116412.780762,83249.4724815217
4086,21683,21683 Stade,6777,48.114957,136714485.189941,74162.1503776969
4087,21682,21682 Stade,13380,8.104645,22993168.9956055,28170.5421775137
4088,21035,21035 Hamburg,30603,10.063058,28387581.0458984,31128.3913877546
4089,21376,21376 Salzhausen,7873,82.645284,230212881.96875,89897.8892127076
4090,21272,21272 Egestorf,2440,49.261853,136988994.32373,68935.8663148559
4091,21033,21033 Hamburg,15749,13.349038,37684381.5849609,27549.7511091602
4092,21031,21031 Hamburg,28754,5.545359,15658659.7631836,25459.1746958428
4093,21228,21228 Harmstorf,899,5.848489,16392808.9135742,23968.3430377034
4094,55756,55756 Herrstein,875,4.831123,11580132.1230469,18469.2856725635
4095,55758,55758 Niederwörresbach u.a.,15196,239.70668,574230400.881836,258646.216010521
4096,55442,55442 Stromberg,4726,32.834908,79315005.4511719,62853.3750102413
4097,21680,21680 Stade,17446,10.699619,30330168.7001953,37083.1210274284
4098,21684,21684 Stade südliche Stadtteile und Agathenburg,8783,44.018472,124653040.231445,77335.6004920762
4099,21037,21037 Hamburg,15646,74.305658,209217301.303223,77430.6883509401
4100,21255,"21255 Tostedt, Kakenstorf, Dohren, Drestedt-Valzik Siedlung, Königsmoor, Riepshof und Wistedt",17834,104.286248,291357947.361816,113322.878076237
4101,21244,21244 Buchholz in der Nordheide,36715,74.692213,209079573.895996,111825.028379836
4102,21109,21109 Hamburg,26277,19.357166,54618448.09375,44103.7212025761
4103,21107,21107 Hamburg,22136,15.979381,45109312.5048828,38548.7258017234
4104,38895,"38895 Langenstein, Derenburg",4190,55.728581,145955125.237305,83331.355791279
4105,39435,"39435 Egeln, Borne, Wolmirsleben u.a.",8230,87.063807,228749874.25,95122.9347750219
4106,39221,"39221 Welsleben, Biere, Eickendorf u.a.",8017,92.576618,243509689.214355,98023.8481619154
4107,39443,39443 Staßfurt,6011,83.724507,219500722.52832,105848.833762165
4108,39444,39444 Hecklingen,7485,95.976731,251362320.101074,106419.878121399
4109,39418,39418 Staßfurt,19299,43.502803,113772005.501953,95312.0853987628
4110,39439,39439 Güsten,4485,36.233638,94545405.5249023,53512.185642374
4111,39240,"39240 Calbe, Rosenburg u.a.",12518,135.582816,355477830.486328,134902.37400794
4112,15868,15868 Lieberose,2090,116.835869,307070643.96875,99801.7143394102
4113,15910,15910 Schönwalde,4850,216.529497,569721120.051758,221396.096188253
4114,55497,"55497 Ellern (Hunsrück), Schnorbach",1066,12.397421,29966577.7475586,38067.3871967397
4115,15938,15938 Golßen,4504,165.850635,435166299.072266,123831.240632411
4116,15926,"15926 Luckau, Waldrehna, Heideblick, Fürstlich Drehna",13865,375.52945,979882588.636719,185524.520155104
4117,15907,15907 Lübben (Spreewald),13897,121.081213,317530620.740234,106758.118231121
4118,15913,15913 Straupitz,9845,509.822456,1339391379.82813,262440.444879809
4119,38822,"38822 Halberstadt, Groß Quenstedt",5102,84.079699,220835247.823242,133793.441920221
4120,38879,38879 Wernigerode,597,40.118481,104729447.383301,54365.8498530908
4121,38835,38835 Osterwieck,10404,181.477109,477941692.709961,137175.968257252
4122,38877,38877 Oberharz am Brocken,2007,23.635775,61359671.0571289,42899.3904294411
4123,55483,55483 Dickenschied u.a.,3874,61.391942,148069137.10498,165681.860509115
4124,38820,38820 Halberstadt,34881,56.508506,148158351.584961,70780.257071706
4125,38871,"38871 Ilsenburg, Nordharz",15773,137.265243,359856144.512695,143687.135039918
